video_id,title,description,published_at,view_count,comment_count,duration_sec,brand,full_text,url
9VkDZMrz5Cs,TWIX CHEETOS FLAMIN' HOT Pumpkin Pies,"Add these sweet and spicy mini pies to any menu to wow the crowd.  

Prep Time: 20 minutes 
Cook Time: 30 minutes  
Total Time: 50 minutes (+ 1 hour standing time) 
Makes: 12  

Ingredients: 
1 rolled refrigerator pie crust  
1/3 cup ground CHEETOS® Crunchy FLAMIN’ HOT® Cheese Flavored Snacks, divided 
1 egg yolk 
1/2 cup pumpkin purée 
2 tbsp packed brown sugar 
2 tbsp evaporated milk 
1/2 tsp pumpkin pie spice 
1/2 tsp vanilla extract 
1/8 tsp salt 
8 Twix® Fun Size® Bars, divided 
1/4 cup heavy or whipping (35%) cream, whipped  
2 tbsp caramel sauce 

Instructions:  
1. Preheat oven to 350°F.  
2. Place pie crust on lightly floured work surface and sprinkle 2 tbsp ground CHEETOS® Crunchy FLAMIN’ HOT® Cheese Flavored Snacks evenly over crust. Using rolling pin, gently press into crust. Flip crust over and sprinkle 2 tbsp ground CHEETOS over crust. Using rolling pin, gently press into crust. 
3. Using 3-inch round cookie cutter, cut out 12 rounds, rerolling scraps as needed. Reserve any remaining scraps for another use.  
4. Fit pastry rounds into 12 mini muffin cups. Chill in refrigerator for 10 minutes to firm up pastry. Using fork, prick bottoms of pastry cups. Line pastry shells with mini muffin liners and fill with pie weights. Bake for 10 to 12 minutes or until lightly golden.   
5. Remove weights and liners. Bake for 4 to 6 minutes or until pastry is golden brown and crisp. Let cool completely.  
6. In medium bowl, whisk together egg yolk, pumpkin purée, brown sugar, evaporated milk, pumpkin pie spice, vanilla and salt until blended.  
7. Chop 2 Twix® Fun Size® Bars and divide among pie shells. Pour in pumpkin purée mixture.  
8. Bake for 15 to 20 minutes or until filling is just set. Let cool completely. 
9. Cut remaining Twix in half diagonally. Just before serving, garnish each mini pie with small dollop of whipped cream, Twix half, remaining ground CHEETOS and drizzle of caramel sauce.  

Tip:  
•  Alternatively, use your favorite whipped topping if preferred.  

 
Nutrition Facts  
Per 1 mini pie 
Calories 160 
Fat 8g 
Saturated Fat 4g 
Cholesterol 25mg 
Sodium 135mg 
Carbohydrate 20g 
Fiber 0g 
Sugars 10g 
Protein 2g",2022-10-31T17:52:12Z,3065,8,44.0,TWIX,"TWIX CHEETOS FLAMIN' HOT Pumpkin Pies Add these sweet and spicy mini pies to any menu to wow the crowd.  

Prep Time: 20 minutes 
Cook Time: 30 minutes  
Total Time: 50 minutes (+ 1 hour standing time) 
Makes: 12  

Ingredients: 
1 rolled refrigerator pie crust  
1/3 cup ground CHEETOS® Crunchy FLAMIN’ HOT® Cheese Flavored Snacks, divided 
1 egg yolk 
1/2 cup pumpkin purée 
2 tbsp packed brown sugar 
2 tbsp evaporated milk 
1/2 tsp pumpkin pie spice 
1/2 tsp vanilla extract 
1/8 tsp salt 
8 Twix® Fun Size® Bars, divided 
1/4 cup heavy or whipping (35%) cream, whipped  
2 tbsp caramel sauce 

Instructions:  
1. Preheat oven to 350°F.  
2. Place pie crust on lightly floured work surface and sprinkle 2 tbsp ground CHEETOS® Crunchy FLAMIN’ HOT® Cheese Flavored Snacks evenly over crust. Using rolling pin, gently press into crust. Flip crust over and sprinkle 2 tbsp ground CHEETOS over crust. Using rolling pin, gently press into crust. 
3. Using 3-inch round cookie cutter, cut out 12 rounds, rerolling scraps as needed. Reserve any remaining scraps for another use.  
4. Fit pastry rounds into 12 mini muffin cups. Chill in refrigerator for 10 minutes to firm up pastry. Using fork, prick bottoms of pastry cups. Line pastry shells with mini muffin liners and fill with pie weights. Bake for 10 to 12 minutes or until lightly golden.   
5. Remove weights and liners. Bake for 4 to 6 minutes or until pastry is golden brown and crisp. Let cool completely.  
6. In medium bowl, whisk together egg yolk, pumpkin purée, brown sugar, evaporated milk, pumpkin pie spice, vanilla and salt until blended.  
7. Chop 2 Twix® Fun Size® Bars and divide among pie shells. Pour in pumpkin purée mixture.  
8. Bake for 15 to 20 minutes or until filling is just set. Let cool completely. 
9. Cut remaining Twix in half diagonally. Just before serving, garnish each mini pie with small dollop of whipped cream, Twix half, remaining ground CHEETOS and drizzle of caramel sauce.  

Tip:  
•  Alternatively, use your favorite whipped topping if preferred.  

 
Nutrition Facts  
Per 1 mini pie 
Calories 160 
Fat 8g 
Saturated Fat 4g 
Cholesterol 25mg 
Sodium 135mg 
Carbohydrate 20g 
Fiber 0g 
Sugars 10g 
Protein 2g",https://www.youtube.com/watch?v=9VkDZMrz5Cs
FSNj0HVIK9c,TWIX Ghosts Recipe,"These quick and easy Twix Ghosts make a fun no-bake Halloween treat that everyone will love.  
 
Prep Time: 20 minutes 
Cook Time: 0 minutes  
Total Time: 20 minutes (+ 20 minutes standing time) 
Makes: 12 servings 
 
Ingredients: 
12 Twix Fun Size bars 
3 oz white chocolate chips, melted 
12 mini dark chocolate chips 
1 small tube brown or black icing 
 
Instructions:  
1. Spoon 2 tsp of melted white chocolate onto each Twix Fun Size bar, spreading to cover three-quarters of each bar. Place on parchment paper–lined baking sheet. 
2. With undipped portion of Twix at the bottom, place 1 chocolate chip about one-third of the way down from the top of the bar on the icing to resemble the ghost’s mouth.  
3. Let stand for about 5 minutes or until white chocolate is slightly set. Pipe 2 small dots of brown icing above each ghost’s mouth to resemble the eyes. Refrigerate for 10 to 15 minutes or until white chocolate is completely set.  

Tips:  
• Substitute white candy melts for white chocolate chips if preferred.  
• Alternatively, use black icing or melted dark chocolate instead of chocolate chips to make the ghost’s mouth, letting the white chocolate set before piping.  

Nutrition Facts  
Per 1 ghost 
Calories 100 
Fat 5g 
Saturated Fat 3g 
Cholesterol 5mg 
Sodium 25mg 
Carbohydrate 13g 
Fiber 0g 
Sugars 11g 
Protein 1g",2021-10-22T18:07:43Z,1839,61,40.0,TWIX,"TWIX Ghosts Recipe These quick and easy Twix Ghosts make a fun no-bake Halloween treat that everyone will love.  
 
Prep Time: 20 minutes 
Cook Time: 0 minutes  
Total Time: 20 minutes (+ 20 minutes standing time) 
Makes: 12 servings 
 
Ingredients: 
12 Twix Fun Size bars 
3 oz white chocolate chips, melted 
12 mini dark chocolate chips 
1 small tube brown or black icing 
 
Instructions:  
1. Spoon 2 tsp of melted white chocolate onto each Twix Fun Size bar, spreading to cover three-quarters of each bar. Place on parchment paper–lined baking sheet. 
2. With undipped portion of Twix at the bottom, place 1 chocolate chip about one-third of the way down from the top of the bar on the icing to resemble the ghost’s mouth.  
3. Let stand for about 5 minutes or until white chocolate is slightly set. Pipe 2 small dots of brown icing above each ghost’s mouth to resemble the eyes. Refrigerate for 10 to 15 minutes or until white chocolate is completely set.  

Tips:  
• Substitute white candy melts for white chocolate chips if preferred.  
• Alternatively, use black icing or melted dark chocolate instead of chocolate chips to make the ghost’s mouth, letting the white chocolate set before piping.  

Nutrition Facts  
Per 1 ghost 
Calories 100 
Fat 5g 
Saturated Fat 3g 
Cholesterol 5mg 
Sodium 25mg 
Carbohydrate 13g 
Fiber 0g 
Sugars 11g 
Protein 1g",https://www.youtube.com/watch?v=FSNj0HVIK9c
l7Pgxg_HbWo,TWIX Mummies Halloween Treats,"Quick and easy, these yummy Halloween Fun Size Twix mummies will add a little spookiness to any Halloween occasion!

 

Prep Time: 10 minutes 

Cook Time: 5 minutes  

Total Time: 15 minutes (+ 30 minutes standing time) 

Makes: 12 servings  

 

Ingredients: 

 

12 (.85 oz) Halloween Fun Size Twix 

2 tbsp butter 

1/2 cup mini marshmallows  

2 oz white chocolate chips 

1 tsp vanilla extract 

24 candy eyes 

 

Instructions:  

 

Arrange Twix on parchment paper–lined baking sheet, about 2 inches apart; set aside. 

Melt butter in saucepan set over medium heat; stir in mini marshmallows until melted. Remove from heat; stir in chocolate chips until melted. Stir in vanilla.  

Using fork or spoon, drizzle melted marshmallow mixture over each Twix to resemble bandages of a mummy. 

Press 2 candy eyes onto each mummy. Let stand for 30 to 60 minutes or until cooled and set.   

 

Tip: Substitute mini chocolate chips for candy eyes. 

 

Nutrition Facts  

Per 1 piece 

Calories 170 

Fat 9g 

Saturated Fat 5g 

Cholesterol 10mg 

Sodium 65mg 

Carbohydrate 22g 

Fiber 0g 

Sugars 17g 

Protein 1g",2020-10-14T15:40:35Z,2200,8,31.0,TWIX,"TWIX Mummies Halloween Treats Quick and easy, these yummy Halloween Fun Size Twix mummies will add a little spookiness to any Halloween occasion!

 

Prep Time: 10 minutes 

Cook Time: 5 minutes  

Total Time: 15 minutes (+ 30 minutes standing time) 

Makes: 12 servings  

 

Ingredients: 

 

12 (.85 oz) Halloween Fun Size Twix 

2 tbsp butter 

1/2 cup mini marshmallows  

2 oz white chocolate chips 

1 tsp vanilla extract 

24 candy eyes 

 

Instructions:  

 

Arrange Twix on parchment paper–lined baking sheet, about 2 inches apart; set aside. 

Melt butter in saucepan set over medium heat; stir in mini marshmallows until melted. Remove from heat; stir in chocolate chips until melted. Stir in vanilla.  

Using fork or spoon, drizzle melted marshmallow mixture over each Twix to resemble bandages of a mummy. 

Press 2 candy eyes onto each mummy. Let stand for 30 to 60 minutes or until cooled and set.   

 

Tip: Substitute mini chocolate chips for candy eyes. 

 

Nutrition Facts  

Per 1 piece 

Calories 170 

Fat 9g 

Saturated Fat 5g 

Cholesterol 10mg 

Sodium 65mg 

Carbohydrate 22g 

Fiber 0g 

Sugars 17g 

Protein 1g",https://www.youtube.com/watch?v=l7Pgxg_HbWo
ISTmOFH9jAY,Happiness is the real gold,"Hershey’s sat down with five incredible athletes from Team USA—Hilary Knight, Erin Jackson, Brenna Huckaby, Jason Brown, and Jordan Stolz in a filmed stunt to ask them about their Olympic and Paralympic hopes of winning gold. Or so they thought. Instead, we surprised them with heartfelt messages and appearances from their families, reminding them that achieving personal happiness is the real gold.",2026-02-03T14:29:44Z,1700289,10,31.0,HERSHEY'S,"Happiness is the real gold Hershey’s sat down with five incredible athletes from Team USA—Hilary Knight, Erin Jackson, Brenna Huckaby, Jason Brown, and Jordan Stolz in a filmed stunt to ask them about their Olympic and Paralympic hopes of winning gold. Or so they thought. Instead, we surprised them with heartfelt messages and appearances from their families, reminding them that achieving personal happiness is the real gold.",https://www.youtube.com/watch?v=ISTmOFH9jAY
7vMZR94DP5o,The Real Gold - Hershey's Olympics,"To launch Hershey’s newest campaign “It’s Your Happy Place”, we sat down with five incredible athletes from Team USA—Hilary Knight, Erin Jackson, Brenna Huckaby, Jason Brown, and Jordan Stolz in a filmed stunt to ask them about their Olympic and Paralympic hopes of winning gold. Or so they thought. Instead, we surprised them with heartfelt messages and appearances from their families, reminding them that achieving personal happiness is the real gold.",2026-01-21T17:48:52Z,14653,13,150.0,HERSHEY'S,"The Real Gold - Hershey's Olympics To launch Hershey’s newest campaign “It’s Your Happy Place”, we sat down with five incredible athletes from Team USA—Hilary Knight, Erin Jackson, Brenna Huckaby, Jason Brown, and Jordan Stolz in a filmed stunt to ask them about their Olympic and Paralympic hopes of winning gold. Or so they thought. Instead, we surprised them with heartfelt messages and appearances from their families, reminding them that achieving personal happiness is the real gold.",https://www.youtube.com/watch?v=7vMZR94DP5o
y49rlnToeCA,Ready to find them all? Here's how to unlock the fun with HERSHEY'S KISSES Pokémon Foils.🍫,,2025-06-16T21:17:14Z,18117,13,25.0,HERSHEY'S,Ready to find them all? Here's how to unlock the fun with HERSHEY'S KISSES Pokémon Foils.🍫 ,https://www.youtube.com/watch?v=y49rlnToeCA
BoIobpoTVrE,From Farm to Shelf: See How Triscuit is Made Simply,"The journey of triscuit is simple. It begins in the heartland of America where local farmers and bakers create the delicious triscuit cracker, making it one great snack you can feel good about, no matter how you top it.
 
The delicious whole grain wheat is grown and harvested by passionate, generational family farmers. Some of these farmers have adopted regenerative agriculture practices that help protect the soil and optimize fertilizer use, such as using cover crops, implementing crop rotation, and practicing reduced tilling.
 
Triscuit also works with Michigan State University  https://www.canr.msu.edu/outreach/ Field to Market https://fieldtomarket.org/ and CO-OP Elevator https://www.coopelev.com/ to collect data from these farmers and advise them on ways to increase wheat yields, improve soil health, and reduce carbon emissions.
 
Triscuit, as part of Mondelēz International, is working towards improving the environmental footprint of the wheat we source. Find more of our efforts both in the U.S. and worldwide in the 2022 Mondelēz International Snacking Made Right Report here: https://www.mondelezinternational.com/Snacking-Made-Right/Reporting-and-Disclosure/",2023-10-04T21:17:36Z,19762,11,73.0,Triscuit,"From Farm to Shelf: See How Triscuit is Made Simply The journey of triscuit is simple. It begins in the heartland of America where local farmers and bakers create the delicious triscuit cracker, making it one great snack you can feel good about, no matter how you top it.
 
The delicious whole grain wheat is grown and harvested by passionate, generational family farmers. Some of these farmers have adopted regenerative agriculture practices that help protect the soil and optimize fertilizer use, such as using cover crops, implementing crop rotation, and practicing reduced tilling.
 
Triscuit also works with Michigan State University  https://www.canr.msu.edu/outreach/ Field to Market https://fieldtomarket.org/ and CO-OP Elevator https://www.coopelev.com/ to collect data from these farmers and advise them on ways to increase wheat yields, improve soil health, and reduce carbon emissions.
 
Triscuit, as part of Mondelēz International, is working towards improving the environmental footprint of the wheat we source. Find more of our efforts both in the U.S. and worldwide in the 2022 Mondelēz International Snacking Made Right Report here: https://www.mondelezinternational.com/Snacking-Made-Right/Reporting-and-Disclosure/",https://www.youtube.com/watch?v=BoIobpoTVrE
HIvv5YI7pjM,TRISCUIT Crackers | How They're Made,Ever wonder how we make TRISCUIT Crackers?,2021-04-21T18:59:21Z,100051,236,70.0,Triscuit,TRISCUIT Crackers | How They're Made Ever wonder how we make TRISCUIT Crackers?,https://www.youtube.com/watch?v=HIvv5YI7pjM
NBqRnPCXeEU,Spreading Simplicity with PB&Jams :15,"Megan Gibson of PB&Jams creates some of the most delicious nut butters in Philly. Triscuit supports her because she focuses on simple ingredients and we believe that, just like us, she’s made for more.",2016-05-23T13:01:59Z,546827,12,16.0,Triscuit,"Spreading Simplicity with PB&Jams :15 Megan Gibson of PB&Jams creates some of the most delicious nut butters in Philly. Triscuit supports her because she focuses on simple ingredients and we believe that, just like us, she’s made for more.",https://www.youtube.com/watch?v=NBqRnPCXeEU
pEYkM3boSos,"Pringles | Big Game 2026 Commercial | ""Pringleleo"" Extended Cut",Once you pop… it’s love at first bite. #pringles,2026-02-03T14:15:09Z,328605,149,61.0,Pringles U.S.,"Pringles | Big Game 2026 Commercial | ""Pringleleo"" Extended Cut Once you pop… it’s love at first bite. #pringles",https://www.youtube.com/watch?v=pEYkM3boSos
LImU9k95rOw,Love at first bite,"Once you pop, you’ll fall head over crisps",2026-01-14T16:14:00Z,3268021,389,16.0,Pringles U.S.,"Love at first bite Once you pop, you’ll fall head over crisps",https://www.youtube.com/watch?v=LImU9k95rOw
lKOTQc3ulPw,Pringles | Harvest Blends - :06 (Multigrain),Pringles® Harvest Blends are deliciously different. Made with Multigrains for a bold new texture. Try ‘em in Homestyle Ranch or Farmhouse Cheddar.,2023-12-18T23:17:16Z,58351,9,7.0,Pringles U.S.,Pringles | Harvest Blends - :06 (Multigrain) Pringles® Harvest Blends are deliciously different. Made with Multigrains for a bold new texture. Try ‘em in Homestyle Ranch or Farmhouse Cheddar.,https://www.youtube.com/watch?v=lKOTQc3ulPw
X9-7JBOG0XU,What is the greatest game of all time? Pringles and IGN want your vote.,"IGN and Pringles are teaming up to launch Icons, a brand-new awards system driven by user ratings, which allows YOU to elevate your favorite games to Icon status. Head to www.ign.com/pringles to make your voice heard and see how your favorites stack up.",2023-10-09T13:35:44Z,30765,11,7.0,Pringles U.S.,"What is the greatest game of all time? Pringles and IGN want your vote. IGN and Pringles are teaming up to launch Icons, a brand-new awards system driven by user ratings, which allows YOU to elevate your favorite games to Icon status. Head to www.ign.com/pringles to make your voice heard and see how your favorites stack up.",https://www.youtube.com/watch?v=X9-7JBOG0XU
ulWGzWAndY8,Gone Swimming,"When Cinnadust meets milk, there’s no telling what will happen.",2025-06-19T16:03:06Z,54933,21,7.0,Cinnamon Toast Crunch,"Gone Swimming When Cinnadust meets milk, there’s no telling what will happen.",https://www.youtube.com/watch?v=ulWGzWAndY8
mSkreWclI04,Watch Your Back,Watch your back... especially if it's covered in cinnadust.,2025-06-19T13:33:33Z,1421307,86,7.0,Cinnamon Toast Crunch,Watch Your Back Watch your back... especially if it's covered in cinnadust.,https://www.youtube.com/watch?v=mSkreWclI04
kIqXtIIq-6s,Don't Look In The Fridge,We’d do it all again just for the irresistible taste of Cinnadust,2025-06-19T13:33:13Z,2374974,697,31.0,Cinnamon Toast Crunch,Don't Look In The Fridge We’d do it all again just for the irresistible taste of Cinnadust,https://www.youtube.com/watch?v=kIqXtIIq-6s
eYbAmjWt6zQ,Pop-Tarts Gingerbread Lodge | Home Tour,"Welcome to Pop-Tarts Gingerbread Lodge - a rustic retreat that’s a feast for the eyes (and the mouth, obviously).",2022-11-10T05:00:10Z,41031,14,61.0,Pop-Tarts,"Pop-Tarts Gingerbread Lodge | Home Tour Welcome to Pop-Tarts Gingerbread Lodge - a rustic retreat that’s a feast for the eyes (and the mouth, obviously).",https://www.youtube.com/watch?v=eYbAmjWt6zQ
zAhRzB5o1f8,What Would Pop-Tarts Do?,"Four magic words to make your day crazy good. Go ahead, ask and see what happens",2021-06-10T10:36:31Z,67965315,74,15.0,Pop-Tarts,"What Would Pop-Tarts Do? Four magic words to make your day crazy good. Go ahead, ask and see what happens",https://www.youtube.com/watch?v=zAhRzB5o1f8
opIpYhJAL8Q,"Ready, set, snack",Pop-Tarts would snack like a winner. Want in on the action? Ask What Would Pop-Tarts Do?,2021-06-10T10:36:18Z,41220,14,6.0,Pop-Tarts,"Ready, set, snack Pop-Tarts would snack like a winner. Want in on the action? Ask What Would Pop-Tarts Do?",https://www.youtube.com/watch?v=opIpYhJAL8Q
